cluster_id,size,dominant_language,purity,language_distribution
0,1363,Italian,0.3418928833455613,"{'Italian': 466, 'German': 371, 'Spanish': 270, 'Korean': 256}"
1,581,Spanish,0.3098106712564544,"{'Spanish': 180, 'Italian': 173, 'German': 139, 'Korean': 89}"
2,496,Korean,0.6350806451612904,"{'Korean': 315, 'German': 178, 'Italian': 3}"
3,408,Spanish,0.6617647058823529,"{'Spanish': 270, 'Italian': 78, 'Korean': 60}"
