cluster_id,size,dominant_language,purity,language_distribution
0,1558,Italian,0.3607188703465982,"{'Italian': 562, 'German': 411, 'Korean': 315, 'Spanish': 270}"
2,515,Spanish,0.34951456310679613,"{'Spanish': 180, 'Italian': 158, 'Korean': 90, 'German': 87}"
1,505,Korean,0.6237623762376238,"{'Korean': 315, 'German': 190}"
3,270,Spanish,1.0,{'Spanish': 270}
