cluster_id,size,dominant_language,purity,language_distribution
2,908,German,0.31497797356828194,"{'German': 286, 'Korean': 226, 'Spanish': 203, 'Italian': 193}"
1,855,Italian,0.41403508771929826,"{'Italian': 354, 'Spanish': 337, 'Korean': 93, 'German': 71}"
0,572,Spanish,0.3146853146853147,"{'Spanish': 180, 'Italian': 164, 'German': 142, 'Korean': 86}"
3,513,Korean,0.6140350877192983,"{'Korean': 315, 'German': 189, 'Italian': 9}"
